review_text,sentiment,product_category,feature_mentioned,rating
Very happy with my new camera. Highly recommend it to anyone needing reliable image quality.,positive,camera,image quality,5
Absolutely love this laptop! The performance is top-notch and the experience so far has been seamless.,positive,laptop,performance,4
"This camera is alright. If you don’t expect much from the battery, it’s fine.",neutral,camera,battery,3
This camera was a big letdown. The lens options doesn’t work as advertised.,negative,camera,lens options,2
It’s a usable smartphone. The screen meets minimum expectations.,neutral,smartphone,screen,4
"An average experience with this laptop. Not bad, not great — the keyboard is acceptable.",neutral,laptop,keyboard,4
I’ve had nothing but trouble with this camera. Worst experience I've had with image quality.,negative,camera,image quality,2
"This headphones is alright. If you don’t expect much from the comfort, it’s fine.",neutral,headphones,comfort,4
"An average experience with this smartwatch. Not bad, not great — the battery is acceptable.",neutral,smartwatch,battery,3
Terrible smartwatch. The battery failed within a week. Don’t waste your money.,negative,smartwatch,battery,2
Terrible headphones. The sound quality failed within a week. Don’t waste your money.,negative,headphones,sound quality,2
Decent laptop. It gets the job done though the build quality could be better.,neutral,laptop,build quality,2
Very happy with my new smartphone. Highly recommend it to anyone needing reliable camera.,positive,smartphone,camera,4
Best laptop I've used in a while. The display really stands out!,positive,laptop,display,5
Expected more from this camera. The autofocus is subpar at best.,negative,camera,autofocus,1
"Not the best, not the worst. The tablet's response time is sufficient for everyday use.",neutral,tablet,response time,4
Absolutely love this smartwatch! The fitness tracking is top-notch and the experience so far has been seamless.,positive,smartwatch,fitness tracking,4
Expected more from this laptop. The keyboard is subpar at best.,negative,laptop,keyboard,1
"This smartwatch is alright. If you don’t expect much from the fitness tracking, it’s fine.",neutral,smartwatch,fitness tracking,4
It’s a usable smartwatch. The display meets minimum expectations.,neutral,smartwatch,display,3
Disappointed with the smartphone. Poor screen and unhelpful customer service.,negative,smartphone,screen,1
Disappointed with the smartwatch. Poor features and unhelpful customer service.,negative,smartwatch,features,1
"This tablet is alright. If you don’t expect much from the response time, it’s fine.",neutral,tablet,response time,4
Decent smartwatch. It gets the job done though the display could be better.,neutral,smartwatch,display,4
Decent headphones. It gets the job done though the comfort could be better.,neutral,headphones,comfort,2
Decent smartphone. It gets the job done though the screen could be better.,neutral,smartphone,screen,3
"This smartphone is alright. If you don’t expect much from the camera, it’s fine.",neutral,smartphone,camera,4
Expected more from this headphones. The connectivity is subpar at best.,negative,headphones,connectivity,2
"This camera blew me away. Smooth user experience, and excellent image quality.",positive,camera,image quality,4
"This smartwatch is alright. If you don’t expect much from the display, it’s fine.",neutral,smartwatch,display,3
The smartphone works fine. The camera is okay but nothing exceptional.,neutral,smartphone,camera,3
Best laptop I've used in a while. The display really stands out!,positive,laptop,display,4
Terrible camera. The image quality failed within a week. Don’t waste your money.,negative,camera,image quality,1
Best camera I've used in a while. The autofocus really stands out!,positive,camera,autofocus,5
This smartwatch was a big letdown. The fitness tracking doesn’t work as advertised.,negative,smartwatch,fitness tracking,1
"Not the best, not the worst. The smartwatch's battery is sufficient for everyday use.",neutral,smartwatch,battery,4
Disappointed with the smartwatch. Poor fitness tracking and unhelpful customer service.,negative,smartwatch,fitness tracking,1
Very happy with my new smartphone. Highly recommend it to anyone needing reliable camera.,positive,smartphone,camera,4
Absolutely love this headphones! The comfort is top-notch and the experience so far has been seamless.,positive,headphones,comfort,4
"This camera blew me away. Smooth user experience, and excellent autofocus.",positive,camera,autofocus,5
Impressed with the laptop. Great build quality and solid performance.,positive,laptop,build quality,5
"This headphones blew me away. Smooth user experience, and excellent comfort.",positive,headphones,comfort,4
Very happy with my new laptop. Highly recommend it to anyone needing reliable performance.,positive,laptop,performance,4
It’s a usable smartwatch. The battery meets minimum expectations.,neutral,smartwatch,battery,2
"This tablet blew me away. Smooth user experience, and excellent display.",positive,tablet,display,5
"Not the best, not the worst. The camera's image quality is sufficient for everyday use.",neutral,camera,image quality,2
Absolutely love this headphones! The battery is top-notch and the experience so far has been seamless.,positive,headphones,battery,4
Terrible headphones. The sound quality failed within a week. Don’t waste your money.,negative,headphones,sound quality,1
"An average experience with this tablet. Not bad, not great — the display is acceptable.",neutral,tablet,display,4
It’s a usable smartwatch. The battery meets minimum expectations.,neutral,smartwatch,battery,4
A great buy! Everything from packaging to battery screams quality.,positive,tablet,battery,5
Best camera I've used in a while. The autofocus really stands out!,positive,camera,autofocus,5
Terrible smartphone. The battery life failed within a week. Don’t waste your money.,negative,smartphone,battery life,1
